CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"015915185","0","0","0","0","0","1"," ","MEAD EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915186","1","1","1","0","0","0"," ","KRUEGER EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915187","0","0","0","0","0","0"," ","LANGLEY EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915188","0","0","0","0","0","0"," ","HOFFMANN EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915189","0","0","0","0","0","0"," ","MARTIN EL","N","BEXAR","015","Improvement Required","NORTHSIDE ISD","015915","EE - 05","E"
"015915191","1","0","0","0","0","0"," ","KUENTZ EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915192","0","0","0","0","0","0"," ","BEHLAU EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915193","0","1","1","0","0","0"," ","FRANKLIN EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915195","0","0","0","0","0","1"," ","MIRELES EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915198","1","0","0","0","0","0"," ","HENDERSON EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915223","1","1","0","1","0","0"," ","KALLISON EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915225","1","0","0","1","0","0"," ","LIECK EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915226","0","0","0","0","0","1"," ","FIELDS EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915227","1","1","0","0","0","0"," ","BOLDT EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915228","1","1","1","1","1","1"," ","COLE EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915230","1","0","0","0","0","1"," ","MCANDREW EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","KG - 05","E"
"015915234","0","0","0","0","0","0"," ","ELLISON EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915236","1","1","1","0","0","1"," ","LOS REYES EL","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","EE - 05","E"
"015915250"," "," "," "," "," "," "," ","PUPIL PERSONNEL CAMPUS","N","BEXAR","015","Not Rated","NORTHSIDE ISD","015915","KG - 06","E"
"015915667"," "," "," "," "," "," "," ","NISD PKSA","N","BEXAR","015","Met Standard","NORTHSIDE ISD","015915","PK - PK","E"
"015916001","0","0","0","0","0","0","0","JUDSON H S","N","BEXAR","015","Met Standard","JUDSON ISD","015916","09 - 12","S"
"015916003"," "," "," "," "," "," "," ","JUDSON LEARNING ACAD","N","BEXAR","015","Met Alternative Standard","JUDSON ISD","015916","10 - 12","S"
"015916005"," "," "," "," "," "," "," ","JUDSON CARE ACADEMY","N","BEXAR","015","Not Rated","JUDSON ISD","015916","06 - 12","B"
"015916006"," "," "," "," "," "," "," ","BEXAR CO J J A E P","N","BEXAR","015","Not Rated","JUDSON ISD","015916","09 - 09","S"
"015916008","0","0","0","0","0","0","0","KAREN WAGNER H S","N","BEXAR","015","Met Standard","JUDSON ISD","015916","09 - 12","S"
"015916009","1","1","1","1","1","1","1","JUDSON EARLY COLLEGE ACADEMY","N","BEXAR","015","Met Standard","JUDSON ISD","015916","09 - 12","S"
"015916010","0","0","0","0","1","0","1","VETERANS MEMORIAL H S","N","BEXAR","015","Met Standard","JUDSON ISD","015916","09 - 12","S"
"015916041","0","0","0","0","0","0","0","KIRBY MIDDLE","N","BEXAR","015","Met Standard","JUDSON ISD","015916","06 - 08","M"
"015916042","0","0","0","0","0","0","0","KITTY HAWK MIDDLE","N","BEXAR","015","Met Standard","JUDSON ISD","015916","06 - 08","M"
"015916043","0","0","0","1","0","0","0","WOODLAKE HILLS MIDDLE","N","BEXAR","015","Met Standard","JUDSON ISD","015916","06 - 08","M"
"015916044","0","0","0","0","0","0","0","HENRY METZGER MIDDLE","N","BEXAR","015","Met Standard","JUDSON ISD","015916","06 - 08","M"
"015916045","0","0","0","0","1","0","0","JUDSON MIDDLE","N","BEXAR","015","Met Standard","JUDSON ISD","015916","06 - 08","M"
"015916101","0","0","0","0","0","0"," ","CONVERSE EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916102","0","0","0","0","0","0"," ","HOPKINS EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916103","0","0","0","0","0","0"," ","ED FRANZ EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916104","0","0","1","0","1","0"," ","CORONADO VILLAGE EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","PK - 05","E"
"015916105","0","0","0","0","0","0"," ","PARK VILLAGE EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916106","1","1","1","1","1","1"," ","CRESTVIEW EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","PK - 05","E"
"015916107","0","0","0","0","1","0"," ","WOODLAKE EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916109","0","0","0","0","1","0"," ","OLYMPIA EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916110","0","0","0","1","0","0"," ","SPRING MEADOWS EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916111","1","0","0","1","1","0"," ","MILLER POINT EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916112","0","0","0","0","0","0"," ","CANDLEWOOD EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916113","1","0","0","0","0","0"," ","ELOLF EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","PK - 05","E"
"015916114","0","0","0","0","0","0"," ","WILLIAM PASCHALL EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916115","0","0","0","0","1","0"," ","MARY LOU HARTMAN","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916116","0","0","0","0","0","0"," ","RICARDO SALINAS EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916117","1","0","0","0","0","0"," ","JAMES L MASTERS","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015916118","0","0","0","0","0","0"," ","ROLLING MEADOWS EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","PK - 05","E"
"015916119","1","1","0","1","1","0"," ","COPPERFIELD EL","N","BEXAR","015","Met Standard","JUDSON ISD","015916","EE - 05","E"
"015917001","0","0","0","0","0","0","0","SOUTHSIDE H S","N","BEXAR","015","Met Standard","SOUTHSIDE ISD","015917","09 - 12","S"
"015917002"," "," "," "," "," "," "," ","SOUTHSIDE ALTER CTR","N","BEXAR","015","Not Rated","SOUTHSIDE ISD","015917","07 - 09","M"
"015917041","0","0","0","0","0","0","0","JULIUS L MATTHEY MIDDLE","N","BEXAR","015","Met Standard","SOUTHSIDE ISD","015917","07 - 08","M"
"015917102","0","0","0","0","0"," "," ","W M PEARCE PRI","N","BEXAR","015","Met Standard","SOUTHSIDE ISD","015917","PK - 04","E"
"015917103","0","0","0","0","0","0"," ","LOSOYA INT","N","BEXAR","015","Met Standard","SOUTHSIDE ISD","015917","05 - 06","M"
"015917104","0","0","0","0","0"," "," ","HERITAGE EL","N","BEXAR","015","Met Standard","SOUTHSIDE ISD","015917","PK - 04","E"
"015917105","1","0","0","1","0"," "," ","FREEDOM EL","N","BEXAR","015","Met Standard","SOUTHSIDE ISD","015917","EE - 04","E"
"015917106","0","0","0","0","0"," "," ","JULIAN C GALLARDO EL","N","BEXAR","015","Improvement Required","SOUTHSIDE ISD","015917","EE - 04","E"
"016901001","0","0","0","0","0","1","0","LYNDON B JOHNSON H S","N","BLANCO","016","Met Standard","JOHNSON CITY ISD","016901","09 - 12","S"
"016901041","0","0","0","0","0","1","0","LYNDON B JOHNSON MIDDLE","N","BLANCO","016","Met Standard","JOHNSON CITY ISD","016901","05 - 08","M"
"016901101","0","0","0","0","0"," "," ","LYNDON B JOHNSON EL","N","BLANCO","016","Met Standard","JOHNSON CITY ISD","016901","EE - 04","E"
"016902001","0","0","1","0","0","0","1","BLANCO H S","N","BLANCO","016","Met Standard","BLANCO ISD","016902","09 - 12","S"
"016902041","1","0","1","0","0","1","0","BLANCO MIDDLE","N","BLANCO","016","Met Standard","BLANCO ISD","016902","06 - 08","M"
"016902101","0","0","1","0","0","0"," ","BLANCO EL","N","BLANCO","016","Met Standard","BLANCO ISD","016902","EE - 05","E"
"017901001","1","0","1","0","1","0","1","BORDEN COUNTY SCHOOL","N","BORDEN","017","Met Standard","BORDEN COUNTY ISD","017901","KG - 12","B"
"018901001","0","0","0","0","1","1","1","CLIFTON H S","N","BOSQUE","018","Met Standard","CLIFTON ISD","018901","09 - 12","S"
"018901041","1","1","1","1","1","1","1","CLIFTON MIDDLE","N","BOSQUE","018","Met Standard","CLIFTON ISD","018901","06 - 08","M"
"018901101","0","1","1","0","1","0"," ","CLIFTON EL","N","BOSQUE","018","Met Standard","CLIFTON ISD","018901","EE - 05","E"
"018902001","0","0","0","0","0","0","0","MERIDIAN H S","N","BOSQUE","018","Met Standard","MERIDIAN ISD","018902","06 - 12","B"
"018902101","0","0","1","0","0","1"," ","MERIDIAN EL","N","BOSQUE","018","Met Standard","MERIDIAN ISD","018902","PK - 05","E"
"018903001","0","0","0","0","0","0","0","MORGAN SCHOOL","N","BOSQUE","018","Improvement Required","MORGAN ISD","018903","EE - 12","B"
"018904001","0","1","0","0","0","1","1","VALLEY MILLS H S","N","BOSQUE","018","Met Standard","VALLEY MILLS ISD","018904","09 - 12","S"
"018904041","0","0","0","0","0","0","1","VALLEY MILLS J H","N","BOSQUE","018","Met Standard","VALLEY MILLS ISD","018904","07 - 08","M"
"018904101","0","0","0","0","0","0"," ","VALLEY MILLS EL","N","BOSQUE","018","Met Standard","VALLEY MILLS ISD","018904","PK - 06","E"
"018905003","0","0","1","0","0","0","0","WALNUT SPRINGS SCHOOL","N","BOSQUE","018","Met Standard","WALNUT SPRINGS ISD","018905","PK - 12","B"
"018906001","0","1","1","0","1","1","0","IREDELL SCHOOL","N","BOSQUE","018","Met Standard","IREDELL ISD","018906","PK - 12","B"
"018907001","0","0","0","0","0","0","0","KOPPERL SCHOOL","N","BOSQUE","018","Met Standard","KOPPERL ISD","018907","PK - 12","B"
"018908001","0","0","1","0","0","0","1","CRANFILLS GAP SCHOOL","N","BOSQUE","018","Met Standard","CRANFILLS GAP ISD","018908","PK - 12","B"
"019901001","1","0","0","0","0","0","0","DEKALB H S","N","BOWIE","019","Met Standard","DEKALB ISD","019901","09 - 12","S"
"019901041","0","0","0","0","0","0","0","DEKALB MIDDLE","N","BOWIE","019","Met Standard","DEKALB ISD","019901","05 - 08","M"
"019901102","0","0","0","0","0"," "," ","DEKALB EL","N","BOWIE","019","Met Standard","DEKALB ISD","019901","EE - 04","E"
"019902002","0","0","0","0","0","0","0","HOOKS H S","N","BOWIE","019","Met Standard","HOOKS ISD","019902","09 - 12","S"
"019902041","0","0","0","0","0","0","0","HOOKS J H","N","BOWIE","019","Met Standard","HOOKS ISD","019902","05 - 08","M"
"019902102","1","1","1","1","1"," "," ","HOOKS EL","N","BOWIE","019","Met Standard","HOOKS ISD","019902","EE - 04","E"
"019903001","0","0","0","0","0","1","0","MAUD SCHOOL","N","BOWIE","019","Met Standard","MAUD ISD","019903","EE - 12","B"
"019903002"," "," "," "," "," "," "," ","NEW BOSTON DAEP","N","BOWIE","019","Not Rated","MAUD ISD","019903","09 - 11","S"
"019905001","0","0","0","0","1","1","0","NEW BOSTON H S","N","BOWIE","019","Met Standard","NEW BOSTON ISD","019905","09 - 12","S"
"019905041","0","0","0","0","1","0","0","NEW BOSTON MIDDLE","N","BOWIE","019","Met Standard","NEW BOSTON ISD","019905","06 - 08","M"
"019905101","1","0","1","1","1","1"," ","CRESTVIEW EL","N","BOWIE","019","Met Standard","NEW BOSTON ISD","019905","03 - 05","E"
"019905103"," "," "," "," "," "," "," ","OAKVIEW PRI SCHOOL","N","BOWIE","019","Met Standard","NEW BOSTON ISD","019905","EE - 02","E"
"019906001","0","0","1","0","0","0","0","REDWATER H S","N","BOWIE","019","Met Standard","REDWATER ISD","019906","09 - 12","S"
"019906041","1","0","1","1","0","0","0","REDWATER J H","N","BOWIE","019","Met Standard","REDWATER ISD","019906","07 - 08","M"
"019906101","0","0","0"," ","0"," "," ","REDWATER EL","N","BOWIE","019","Met Standard","REDWATER ISD","019906","EE - 03","E"
"019906102","0","0","0","0","0","0"," ","REDWATER MIDDLE","N","BOWIE","019","Met Standard","REDWATER ISD","019906","04 - 06","E"
"019907002","0","0","0","0","1","1","0","TEXAS H S","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","09 - 12","S"
"019907003"," "," "," "," "," "," "," ","OPTIONS","N","BOWIE","019","Met Alternative Standard","TEXARKANA ISD","019907","09 - 12","S"
"019907042","0","0","0","0","0","0","1","TEXAS MIDDLE","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","06 - 08","M"
"019907105","0","0","0","0","0","0"," ","HIGHLAND PARK EL","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","PK - 05","E"
"019907107"," "," "," "," "," "," "," ","THERON JONES EARLY LITERACY CENTER","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","KG - 02","E"
"019907108","0","0","0","0","0","0"," ","WESTLAWN EL","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","03 - 05","E"
"019907109","1","0","0","0","0","0"," ","NASH EL","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","PK - 05","E"
"019907111","0","0","0","0","0","1"," ","SPRING LAKE PARK EL","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","PK - 05","E"
"019907113","1","0","0","1","0","0"," ","WAKE VILLAGE EL","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","EE - 05","E"
"019907115"," "," "," "," "," "," "," ","PAUL LAURENCE DUNBAR EARLY EDUCATI","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","EE - PK","E"
"019907116","1","1","1","0","1","1"," ","MARTHA & JOSH MORRISS MATH & ENGIN","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","KG - 05","E"
"019907117","0","0","0","0","0","0"," ","WAGGONER CREEK EL","N","BOWIE","019","Met Standard","TEXARKANA ISD","019907","KG - 05","E"
"019908001","0","0","0","0","0","0","0","LIBERTY-EYLAU H S","N","BOWIE","019","Met Standard","LIBERTY-EYLAU ISD","019908","09 - 12","S"
"019908041","0","0","0","0","0","0","0","LIBERTY-EYLAU MIDDLE","N","BOWIE","019","Met Standard","LIBERTY-EYLAU ISD","019908","05 - 08","M"
"019908102"," "," "," "," "," "," "," ","LIBERTY-EYLAU EARLY CHILDHOOD CENT","N","BOWIE","019","Improvement Required","LIBERTY-EYLAU ISD","019908","EE - KG","E"
"019908103","0","0","0","0","0"," "," ","LIBERTY-EYLAU EL","N","BOWIE","019","Improvement Required","LIBERTY-EYLAU ISD","019908","01 - 04","E"
"019909001","0","0","1","1","0","0","0","JAMES BOWIE H S","N","BOWIE","019","Met Standard","SIMMS ISD","019909","09 - 12","S"
"019909041","1","0","0","1","0","0","0","JAMES BOWIE MIDDLE","N","BOWIE","019","Met Standard","SIMMS ISD","019909","06 - 08","M"
"019909101","0","0","0","0","0","0"," ","JAMES BOWIE EL","N","BOWIE","019","Met Standard","SIMMS ISD","019909","EE - 05","E"
"019910101","0","1","0","0","1","1"," ","MALTA EL","N","BOWIE","019","Met Standard","MALTA ISD","019910","PK - 05","E"
"019911041","0","0","1","0","0","1","1","RED LICK MIDDLE","N","BOWIE","019","Met Standard","RED LICK ISD","019911","05 - 08","M"
"019911101","0","1","1","0","0"," "," ","RED LICK EL","N","BOWIE","019","Met Standard","RED LICK ISD","019911","KG - 04","E"
"019912001","0","0","0","0","1","0","1","PLEASANT GROVE H S","N","BOWIE","019","Met Standard","PLEASANT GROVE ISD","019912","09 - 12","S"
"019912041","0","0","0","0","0","0","0","PLEASANT GROVE MIDDLE","N","BOWIE","019","Met Standard","PLEASANT GROVE ISD","019912","06 - 08","M"
"019912102"," "," "," "," "," "," "," ","PLEASANT GROVE EL","N","BOWIE","019","Met Standard","PLEASANT GROVE ISD","019912","EE - 02","E"
"019912200","0","0","1","0","0","0"," ","PLEASANT GROVE INT","N","BOWIE","019","Met Standard","PLEASANT GROVE ISD","019912","03 - 05","E"
"019913101"," ","0","0","1","1"," "," ","HUBBARD ISD","N","BOWIE","019","Met Standard","HUBBARD ISD","019913","PK - 08","E"
"019914101","0","0","0","0","0"," "," ","LEARY EL","N","BOWIE","019","Met Standard","LEARY ISD","019914","PK - 08","E"
"020901001","0","0","0","0","0","0","0","ALVIN H S","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","09 - 12","S"
"020901002","0","1","0","0","0","1","1","MANVEL H S","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","09 - 12","S"
"020901004"," "," "," "," "," "," "," ","BRAZORIA CO J J A E P","N","BRAZORIA","020","Not Rated","ALVIN ISD","020901","07 - 11","S"
"020901005"," "," "," "," "," "," "," ","ASSETS","N","BRAZORIA","020","Met Alternative Standard","ALVIN ISD","020901","09 - 12","S"
"020901006","0","0","1","0","1","1","1","SHADOW CREEK H S","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","09 - 12","S"
"020901041","0","0","0","0","0","0","0","ALVIN J H","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","06 - 08","M"
"020901042","0","0","0","0","0","0","0","RODEO PALMS J H","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","06 - 08","M"
"020901043","0","0","0","0","0","0","0","G W HARBY J H","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","06 - 08","M"
"020901045","0","0","0","0","0","1","0","NOLAN RYAN J H","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","06 - 08","M"
"020901046","0","0","0","0","0","0","0","FAIRVIEW J H","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","06 - 08","M"
"020901047","0","0","0","0","0","0","0","MANVEL J H","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","06 - 08","M"
"020901101","0","0","0","0","0","0"," ","ALVIN EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","03 - 05","E"
"020901102"," "," "," "," "," "," "," ","ALVIN PRI","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","EE - 02","E"
"020901103","0","0","0","0","0","0"," ","MARK TWAIN EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","EE - 05","E"
"020901104","0","0","0","0","0","1"," ","BILL HASSE EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","PK - 05","E"
"020901105","0","0","0","0","0","0"," ","E C MASON EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","PK - 05","E"
"020901106"," "," "," "," "," "," "," ","R L STEVENSON PRI","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","EE - 02","E"
"020901107","1","1","0","0","0","1"," ","WALT DISNEY EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","03 - 05","E"
"020901108","0","0","1","0","0","1"," ","MELBA PASSMORE EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","PK - 05","E"
"020901109","0","0","1","0","0","1"," ","HOOD-CASE EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","EE - 05","E"
"020901110","0","0","0","0","1","0"," ","DON JETER EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","EE - 05","E"
"020901111","1","1","0","1","0","1"," ","MARY BURKS MAREK EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","EE - 05","E"
"020901112","0","0","0","0","1","1"," ","LAURA INGALLS WILDER","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","PK - 05","E"
"020901113","0","0","0","0","0","0"," ","SAVANNAH LAKES EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","EE - 05","E"
"020901114","1","0","0","0","0","0"," ","GLENN YORK EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","EE - 05","E"
"020901115","0","0","0","0","0","1"," ","RED DUKE EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","EE - 05","E"
"020901116","0","0","0","0","0","0"," ","MERIDIANA EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","EE - 05","E"
"020901117","0","0","0","0","0","0"," ","SHIRLEY DILL BROTHERS EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","PK - 05","E"
"020901118","0","0","0","0","0","1"," ","POMONA EL","N","BRAZORIA","020","Met Standard","ALVIN ISD","020901","PK - 05","E"
"020902001","0","1","0","0","1","1","0","ANGLETON H S","N","BRAZORIA","020","Met Standard","ANGLETON ISD","020902","09 - 12","S"
"020902002"," "," "," "," "," "," "," ","STUDENT ALTERNATIVE CTR","N","BRAZORIA","020","Not Rated","ANGLETON ISD","020902","07 - 12","S"
"020902003"," "," "," "," "," "," "," ","BRAZORIA CO ALTER ED CTR","N","BRAZORIA","020","Not Rated","ANGLETON ISD","020902","08 - 11","S"
